PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,AIRCRAFT_TYPE,MONTH,
0.00,FX,Federal Express Corporation,14683,SAT,San Antonio, TX,13244,MEM,Memphis, TN,626,7,
0.00,FX,Federal Express Corporation,14683,SAT,San Antonio, TX,13244,MEM,Memphis, TN,691,7,
0.00,FX,Federal Express Corporation,14683,SAT,San Antonio, TX,13244,MEM,Memphis, TN,730,7,
0.00,FX,Federal Express Corporation,14683,SAT,San Antonio, TX,13244,MEM,Memphis, TN,732,7,
0.00,FX,Federal Express Corporation,14683,SAT,San Antonio, TX,13244,MEM,Memphis, TN,740,7,
0.00,FX,Federal Express Corporation,14685,SAV,Savannah, GA,13244,MEM,Memphis, TN,622,7,
0.00,FX,Federal Express Corporation,14685,SAV,Savannah, GA,15249,TLH,Tallahassee, FL,622,7,
0.00,FX,Federal Express Corporation,14689,SBA,Santa Barbara, CA,13891,ONT,Ontario, CA,110,7,
0.00,FX,Federal Express Corporation,14691,SBD,San Bernardino, CA,13244,MEM,Memphis, TN,622,7,
0.00,FX,Federal Express Corporation,14696,SBN,South Bend, IN,12339,IND,Indianapolis, IN,416,7,
0.00,FX,Federal Express Corporation,14696,SBN,South Bend, IN,13244,MEM,Memphis, TN,622,7,
0.00,FX,Federal Express Corporation,14698,SBP,San Luis Obispo, CA,13891,ONT,Ontario, CA,416,7,
0.00,FX,Federal Express Corporation,14704,SBY,Salisbury, MD,10821,BWI,Baltimore, MD,416,7,
0.00,FX,Federal Express Corporation,14711,SCE,State College, PA,14122,PIT,Pittsburgh, PA,416,7,
0.00,FX,Federal Express Corporation,14730,SDF,Louisville, KY,13244,MEM,Memphis, TN,622,7,
0.00,FX,Federal Express Corporation,14730,SDF,Louisville, KY,13244,MEM,Memphis, TN,691,7,
0.00,FX,Federal Express Corporation,14747,SEA,Seattle, WA,10299,ANC,Anchorage, AK,683,7,
0.00,FX,Federal Express Corporation,14747,SEA,Seattle, WA,10299,ANC,Anchorage, AK,740,7,
0.00,FX,Federal Express Corporation,14747,SEA,Seattle, WA,10666,BLI,Bellingham, WA,416,7,
0.00,FX,Federal Express Corporation,14747,SEA,Seattle, WA,11050,CLM,Port Angeles, WA,416,7,
0.00,FX,Federal Express Corporation,14747,SEA,Seattle, WA,11588,ESD,Eastsound, WA,416,7,
0.00,FX,Federal Express Corporation,14747,SEA,Seattle, WA,12339,IND,Indianapolis, IN,730,7,
0.00,FX,Federal Express Corporation,14747,SEA,Seattle, WA,12339,IND,Indianapolis, IN,732,7,
0.00,FX,Federal Express Corporation,14747,SEA,Seattle, WA,12339,IND,Indianapolis, IN,740,7,
0.00,FX,Federal Express Corporation,14747,SEA,Seattle, WA,13244,MEM,Memphis, TN,622,7,
0.00,FX,Federal Express Corporation,14747,SEA,Seattle, WA,13244,MEM,Memphis, TN,691,7,
0.00,FX,Federal Express Corporation,14747,SEA,Seattle, WA,13244,MEM,Memphis, TN,730,7,
0.00,FX,Federal Express Corporation,14747,SEA,Seattle, WA,13244,MEM,Memphis, TN,732,7,
0.00,FX,Federal Express Corporation,14747,SEA,Seattle, WA,13244,MEM,Memphis, TN,740,7,
0.00,FX,Federal Express Corporation,14747,SEA,Seattle, WA,13540,MVW,Burlington/Mount Vernon, WA,416,7,
0.00,FX,Federal Express Corporation,14747,SEA,Seattle, WA,13796,OAK,Oakland, CA,691,7,
0.00,FX,Federal Express Corporation,14747,SEA,Seattle, WA,13796,OAK,Oakland, CA,740,7,
0.00,FX,Federal Express Corporation,14747,SEA,Seattle, WA,14057,PDX,Portland, OR,740,7,
0.00,FX,Federal Express Corporation,14747,SEA,Seattle, WA,14107,PHX,Phoenix, AZ,732,7,
0.00,FX,Federal Express Corporation,14747,SEA,Seattle, WA,14869,SLC,Salt Lake City, UT,740,7,
0.00,FX,Federal Express Corporation,14771,SFO,San Francisco, CA,13244,MEM,Memphis, TN,626,7,
0.00,FX,Federal Express Corporation,14783,SGF,Springfield, MO,13244,MEM,Memphis, TN,622,7,
0.00,FX,Federal Express Corporation,14814,SHV,Shreveport, LA,10194,AFW,Dallas/Fort Worth, TX,110,7,
0.00,FX,Federal Express Corporation,14814,SHV,Shreveport, LA,13244,MEM,Memphis, TN,622,7,
0.00,FX,Federal Express Corporation,14814,SHV,Shreveport, LA,13244,MEM,Memphis, TN,691,7,
0.00,FX,Federal Express Corporation,14831,SJC,San Jose, CA,12339,IND,Indianapolis, IN,691,7,
0.00,FX,Federal Express Corporation,14831,SJC,San Jose, CA,13244,MEM,Memphis, TN,626,7,
0.00,FX,Federal Express Corporation,14842,SJT,San Angelo, TX,10423,AUS,Austin, TX,416,7,
0.00,FX,Federal Express Corporation,14843,SJU,San Juan, PR,13244,MEM,Memphis, TN,732,7,
0.00,FX,Federal Express Corporation,14843,SJU,San Juan, PR,13244,MEM,Memphis, TN,740,7,
0.00,FX,Federal Express Corporation,14843,SJU,San Juan, PR,15024,STT,Charlotte Amalie, VI,110,7,
0.00,FX,Federal Express Corporation,14843,SJU,San Juan, PR,15027,STX,Christiansted, VI,416,7,
0.00,FX,Federal Express Corporation,14869,SLC,Salt Lake City, UT,10713,BOI,Boise, ID,691,7,
0.00,FX,Federal Express Corporation,14869,SLC,Salt Lake City, UT,11292,DEN,Denver, CO,732,7,
0.00,FX,Federal Express Corporation,14869,SLC,Salt Lake City, UT,12280,IDA,Idaho Falls, ID,110,7,
0.00,FX,Federal Express Corporation,14869,SLC,Salt Lake City, UT,12280,IDA,Idaho Falls, ID,416,7,
0.00,FX,Federal Express Corporation,14869,SLC,Salt Lake City, UT,12441,JAC,Jackson, WY,110,7,
0.00,FX,Federal Express Corporation,14869,SLC,Salt Lake City, UT,13244,MEM,Memphis, TN,622,7,
0.00,FX,Federal Express Corporation,14869,SLC,Salt Lake City, UT,13244,MEM,Memphis, TN,691,7,
0.00,FX,Federal Express Corporation,14869,SLC,Salt Lake City, UT,13244,MEM,Memphis, TN,732,7,
0.00,FX,Federal Express Corporation,14869,SLC,Salt Lake City, UT,13244,MEM,Memphis, TN,740,7,
0.00,FX,Federal Express Corporation,14869,SLC,Salt Lake City, UT,13796,OAK,Oakland, CA,691,7,
0.00,FX,Federal Express Corporation,14869,SLC,Salt Lake City, UT,14107,PHX,Phoenix, AZ,622,7,
0.00,FX,Federal Express Corporation,14869,SLC,Salt Lake City, UT,14113,PIH,Pocatello, ID,416,7,
0.00,FX,Federal Express Corporation,14869,SLC,Salt Lake City, UT,15041,SUN,Sun Valley/Hailey/Ketchum, ID,416,7,
0.00,FX,Federal Express Corporation,14869,SLC,Salt Lake City, UT,15389,TWF,Twin Falls, ID,416,7,
0.00,FX,Federal Express Corporation,14871,SLE,Salem, OR,14057,PDX,Portland, OR,416,7,
0.00,FX,Federal Express Corporation,14893,SMF,Sacramento, CA,10157,ACV,Arcata/Eureka, CA,416,7,
0.00,FX,Federal Express Corporation,14893,SMF,Sacramento, CA,10715,BOK,Brookings, OR,416,7,
0.00,FX,Federal Express Corporation,14893,SMF,Sacramento, CA,10930,CEC,Crescent City, CA,416,7,
0.00,FX,Federal Express Corporation,14893,SMF,Sacramento, CA,13244,MEM,Memphis, TN,732,7,
0.00,FX,Federal Express Corporation,14893,SMF,Sacramento, CA,13244,MEM,Memphis, TN,740,7,
0.00,FX,Federal Express Corporation,14893,SMF,Sacramento, CA,14487,RDD,Redding, CA,416,7,
0.00,FX,Federal Express Corporation,14893,SMF,Sacramento, CA,15458,UKI,Ukiah, CA,416,7,
0.00,FX,Federal Express Corporation,14905,SMX,Santa Maria, CA,13891,ONT,Ontario, CA,416,7,
0.00,FX,Federal Express Corporation,14905,SMX,Santa Maria, CA,14698,SBP,San Luis Obispo, CA,416,7,
0.00,FX,Federal Express Corporation,14908,SNA,Santa Ana, CA,13244,MEM,Memphis, TN,691,7,
0.00,FX,Federal Express Corporation,15016,STL,St. Louis, MO,12339,IND,Indianapolis, IN,626,7,
0.00,FX,Federal Express Corporation,15016,STL,St. Louis, MO,12339,IND,Indianapolis, IN,732,7,
0.00,FX,Federal Express Corporation,15016,STL,St. Louis, MO,13244,MEM,Memphis, TN,626,7,
0.00,FX,Federal Express Corporation,15016,STL,St. Louis, MO,13244,MEM,Memphis, TN,691,7,
0.00,FX,Federal Express Corporation,15016,STL,St. Louis, MO,13244,MEM,Memphis, TN,732,7,
0.00,FX,Federal Express Corporation,15024,STT,Charlotte Amalie, VI,14843,SJU,San Juan, PR,110,7,
0.00,FX,Federal Express Corporation,15024,STT,Charlotte Amalie, VI,15027,STX,Christiansted, VI,110,7,
0.00,FX,Federal Express Corporation,15027,STX,Christiansted, VI,14843,SJU,San Juan, PR,416,7,
0.00,FX,Federal Express Corporation,15027,STX,Christiansted, VI,15024,STT,Charlotte Amalie, VI,110,7,
0.00,FX,Federal Express Corporation,15041,SUN,Sun Valley/Hailey/Ketchum, ID,14113,PIH,Pocatello, ID,416,7,
0.00,FX,Federal Express Corporation,15041,SUN,Sun Valley/Hailey/Ketchum, ID,14869,SLC,Salt Lake City, UT,416,7,
0.00,FX,Federal Express Corporation,15070,SWF,Newburgh/Poughkeepsie, NY,13244,MEM,Memphis, TN,622,7,
0.00,FX,Federal Express Corporation,15070,SWF,Newburgh/Poughkeepsie, NY,13244,MEM,Memphis, TN,730,7,
0.00,FX,Federal Express Corporation,15070,SWF,Newburgh/Poughkeepsie, NY,13244,MEM,Memphis, TN,732,7,
0.00,FX,Federal Express Corporation,15070,SWF,Newburgh/Poughkeepsie, NY,14100,PHL,Philadelphia, PA,730,7,
0.00,FX,Federal Express Corporation,15096,SYR,Syracuse, NY,10785,BTV,Burlington, VT,622,7,
0.00,FX,Federal Express Corporation,15096,SYR,Syracuse, NY,10792,BUF,Buffalo, NY,622,7,
0.00,FX,Federal Express Corporation,15096,SYR,Syracuse, NY,11618,EWR,Newark, NJ,622,7,
0.00,FX,Federal Express Corporation,15096,SYR,Syracuse, NY,12339,IND,Indianapolis, IN,622,7,
0.00,FX,Federal Express Corporation,15096,SYR,Syracuse, NY,13244,MEM,Memphis, TN,622,7,
0.00,FX,Federal Express Corporation,15249,TLH,Tallahassee, FL,13204,MCO,Orlando, FL,416,7,
0.00,FX,Federal Express Corporation,15249,TLH,Tallahassee, FL,13244,MEM,Memphis, TN,622,7,
0.00,FX,Federal Express Corporation,15249,TLH,Tallahassee, FL,13788,VQQ,Jacksonville, FL,622,7,
0.00,FX,Federal Express Corporation,15304,TPA,Tampa, FL,10194,AFW,Dallas/Fort Worth, TX,622,7,
0.00,FX,Federal Express Corporation,15304,TPA,Tampa, FL,12339,IND,Indianapolis, IN,691,7,
0.00,FX,Federal Express Corporation,15304,TPA,Tampa, FL,12451,JAX,Jacksonville, FL,622,7,
0.00,FX,Federal Express Corporation,15304,TPA,Tampa, FL,13244,MEM,Memphis, TN,622,7,
0.00,FX,Federal Express Corporation,15304,TPA,Tampa, FL,13244,MEM,Memphis, TN,626,7,
0.00,FX,Federal Express Corporation,15304,TPA,Tampa, FL,13244,MEM,Memphis, TN,691,7,
0.00,FX,Federal Express Corporation,15304,TPA,Tampa, FL,13244,MEM,Memphis, TN,730,7,
0.00,FX,Federal Express Corporation,15304,TPA,Tampa, FL,13244,MEM,Memphis, TN,732,7,
0.00,FX,Federal Express Corporation,15304,TPA,Tampa, FL,13244,MEM,Memphis, TN,740,7,
0.00,FX,Federal Express Corporation,15370,TUL,Tulsa, OK,10194,AFW,Dallas/Fort Worth, TX,110,7,
0.00,FX,Federal Express Corporation,15370,TUL,Tulsa, OK,13244,MEM,Memphis, TN,691,7,
0.00,FX,Federal Express Corporation,15370,TUL,Tulsa, OK,13244,MEM,Memphis, TN,730,7,
0.00,FX,Federal Express Corporation,15370,TUL,Tulsa, OK,13244,MEM,Memphis, TN,732,7,
0.00,FX,Federal Express Corporation,15370,TUL,Tulsa, OK,13244,MEM,Memphis, TN,740,7,
0.00,FX,Federal Express Corporation,15376,TUS,Tucson, AZ,13244,MEM,Memphis, TN,626,7,
0.00,FX,Federal Express Corporation,15380,TVC,Traverse City, MI,11986,GRR,Grand Rapids, MI,416,7,
0.00,FX,Federal Express Corporation,15381,TVF,Thief River Falls, MN,11637,FAR,Fargo, ND,416,7,
0.00,FX,Federal Express Corporation,15381,TVF,Thief River Falls, MN,13244,MEM,Memphis, TN,110,7,
0.00,FX,Federal Express Corporation,15389,TWF,Twin Falls, ID,14869,SLC,Salt Lake City, UT,416,7,
0.00,FX,Federal Express Corporation,15389,TWF,Twin Falls, ID,15041,SUN,Sun Valley/Hailey/Ketchum, ID,416,7,
0.00,FX,Federal Express Corporation,15412,TYS,Knoxville, TN,12339,IND,Indianapolis, IN,622,7,
0.00,FX,Federal Express Corporation,15412,TYS,Knoxville, TN,13244,MEM,Memphis, TN,622,7,
0.00,FX,Federal Express Corporation,15412,TYS,Knoxville, TN,13244,MEM,Memphis, TN,691,7,
0.00,FX,Federal Express Corporation,15458,UKI,Ukiah, CA,14893,SMF,Sacramento, CA,416,7,
0.00,FX,Federal Express Corporation,15525,UXK,Petaluma, CA,13796,OAK,Oakland, CA,416,7,
0.00,FX,Federal Express Corporation,15601,VIS,Visalia, CA,11638,FAT,Fresno, CA,416,7,
0.00,FX,Federal Express Corporation,15601,VIS,Visalia, CA,13796,OAK,Oakland, CA,416,7,
0.00,FX,Federal Express Corporation,16101,YKM,Yakima, WA,11884,GEG,Spokane, WA,110,7,
0.00,FX,Federal Express Corporation,16101,YKM,Yakima, WA,11884,GEG,Spokane, WA,416,7,
0.00,FX,Federal Express Corporation,16101,YKM,Yakima, WA,14252,PSC,Pasco/Kennewick/Richland, WA,416,7,
0.00,FX,Federal Express Corporation,16335,ZXB,Albuquerque, NM,10140,ABQ,Albuquerque, NM,416,7,
0.00,FX,Federal Express Corporation,11413,DRO,Durango, CO,10140,ABQ,Albuquerque, NM,416,7,
0.00,FX,Federal Express Corporation,11413,DRO,Durango, CO,16335,ZXB,Albuquerque, NM,416,7,
0.00,8E,Bering Air Inc.,10139,ABL,Ambler, AK,13970,OTZ,Kotzebue, AK,415,7,
0.00,8E,Bering Air Inc.,10299,ANC,Anchorage, AK,15721,WBB,Stebbins, AK,406,7,
0.00,8E,Bering Air Inc.,10640,BKC,Buckland, AK,13970,OTZ,Kotzebue, AK,406,7,
0.00,8E,Bering Air Inc.,10754,BRW,Barrow, AK,13970,OTZ,Kotzebue, AK,405,7,
0.00,8E,Bering Air Inc.,10783,BTT,Bettles, AK,10184,AET,Allakaket, AK,415,7,
0.00,8E,Bering Air Inc.,11007,CIK,Chalkyitsik, AK,11833,FYU,Fort Yukon, AK,405,7,
0.00,8E,Bering Air Inc.,11007,CIK,Chalkyitsik, AK,13873,OME,Nome, AK,405,7,
0.00,8E,Bering Air Inc.,11007,CIK,Chalkyitsik, AK,15725,WBQ,Beaver, AK,405,7,
0.00,8E,Bering Air Inc.,11535,ELI,Elim, AK,11941,GLV,Golovin, AK,412,7,
0.00,8E,Bering Air Inc.,11535,ELI,Elim, AK,13873,OME,Nome, AK,194,7,
0.00,8E,Bering Air Inc.,11535,ELI,Elim, AK,13873,OME,Nome, AK,406,7,
0.00,8E,Bering Air Inc.,11535,ELI,Elim, AK,13873,OME,Nome, AK,412,7,
0.00,8E,Bering Air Inc.,11535,ELI,Elim, AK,14895,SMK,St. Michael, AK,415,7,
0.00,8E,Bering Air Inc.,11630,FAI,Fairbanks, AK,11643,FBK,Fairbanks, AK,415,7,
0.00,8E,Bering Air Inc.,11630,FAI,Fairbanks, AK,13873,OME,Nome, AK,405,7,
0.00,8E,Bering Air Inc.,11643,FBK,Fairbanks, AK,10783,BTT,Bettles, AK,415,7,
0.00,8E,Bering Air Inc.,11643,FBK,Fairbanks, AK,11630,FAI,Fairbanks, AK,415,7,
0.00,8E,Bering Air Inc.,11643,FBK,Fairbanks, AK,11643,FBK,Fairbanks, AK,415,7,
0.00,8E,Bering Air Inc.,11643,FBK,Fairbanks, AK,11844,GAL,Galena, AK,412,7,
0.00,8E,Bering Air Inc.,11643,FBK,Fairbanks, AK,12214,HSL,Huslia, AK,415,7,
0.00,8E,Bering Air Inc.,11643,FBK,Fairbanks, AK,14474,RBY,Ruby, AK,412,7,
0.00,8E,Bering Air Inc.,11833,FYU,Fort Yukon, AK,11463,EAA,Eagle, AK,415,7,
0.00,8E,Bering Air Inc.,11833,FYU,Fort Yukon, AK,15581,VEE,Venetie, AK,415,7,
0.00,8E,Bering Air Inc.,11833,FYU,Fort Yukon, AK,15725,WBQ,Beaver, AK,405,7,
0.00,8E,Bering Air Inc.,11844,GAL,Galena, AK,11643,FBK,Fairbanks, AK,412,7,
0.00,8E,Bering Air Inc.,11844,GAL,Galena, AK,12615,KAL,Kaltag, AK,415,7,
0.00,8E,Bering Air Inc.,11844,GAL,Galena, AK,13768,NUL,Nulato, AK,415,7,
0.00,8E,Bering Air Inc.,11844,GAL,Galena, AK,13873,OME,Nome, AK,412,7,
0.00,8E,Bering Air Inc.,11844,GAL,Galena, AK,14856,SKK,Shaktoolik, AK,415,7,
0.00,8E,Bering Air Inc.,11845,GAM,Gambell, AK,13873,OME,Nome, AK,412,7,
0.00,8E,Bering Air Inc.,11941,GLV,Golovin, AK,11535,ELI,Elim, AK,412,7,
0.00,8E,Bering Air Inc.,11941,GLV,Golovin, AK,13873,OME,Nome, AK,194,7,
0.00,8E,Bering Air Inc.,11941,GLV,Golovin, AK,13873,OME,Nome, AK,412,7,
0.00,8E,Bering Air Inc.,11941,GLV,Golovin, AK,15794,WMO,White Mountain, AK,194,7,
0.00,8E,Bering Air Inc.,12807,KSM,St. Mary's, AK,13873,OME,Nome, AK,194,7,
0.00,8E,Bering Air Inc.,12807,KSM,St. Mary's, AK,14627,RSH,Russian Mission, AK,415,7,
0.00,8E,Bering Air Inc.,12822,KTS,Brevig Mission, AK,13873,OME,Nome, AK,412,7,
0.00,8E,Bering Air Inc.,12822,KTS,Brevig Mission, AK,15245,TLA,Teller, AK,415,7,
0.00,8E,Bering Air Inc.,12844,KVL,Kivalina, AK,13970,OTZ,Kotzebue, AK,194,7,
0.00,8E,Bering Air Inc.,12844,KVL,Kivalina, AK,13970,OTZ,Kotzebue, AK,415,7,
0.00,8E,Bering Air Inc.,12844,KVL,Kivalina, AK,15861,WTK,Noatak, AK,412,7,
0.00,8E,Bering Air Inc.,13111,LUR,Cape Lisburne, AK,13970,OTZ,Kotzebue, AK,406,7,
0.00,8E,Bering Air Inc.,13111,LUR,Cape Lisburne, AK,13970,OTZ,Kotzebue, AK,194,7,
0.00,8E,Bering Air Inc.,13196,MCG,McGrath, AK,15478,UNK,Unalakleet, AK,415,7,
0.00,8E,Bering Air Inc.,13806,OBU,Kobuk, AK,13873,OME,Nome, AK,194,7,
0.00,8E,Bering Air Inc.,13806,OBU,Kobuk, AK,13970,OTZ,Kotzebue, AK,406,7,
0.00,8E,Bering Air Inc.,13873,OME,Nome, AK,11535,ELI,Elim, AK,412,7,
0.00,8E,Bering Air Inc.,13873,OME,Nome, AK,11643,FBK,Fairbanks, AK,405,7,
0.00,8E,Bering Air Inc.,13873,OME,Nome, AK,11643,FBK,Fairbanks, AK,412,7,
0.00,8E,Bering Air Inc.,13873,OME,Nome, AK,11845,GAM,Gambell, AK,412,7,
0.00,8E,Bering Air Inc.,13873,OME,Nome, AK,11941,GLV,Golovin, AK,412,7,
0.00,8E,Bering Air Inc.,13873,OME,Nome, AK,12769,KOT,Kotlik, AK,406,7,
0.00,8E,Bering Air Inc.,13873,OME,Nome, AK,12822,KTS,Brevig Mission, AK,412,7,
0.00,8E,Bering Air Inc.,13873,OME,Nome, AK,13196,MCG,McGrath, AK,405,7,
0.00,8E,Bering Air Inc.,13873,OME,Nome, AK,13970,OTZ,Kotzebue, AK,405,7,
0.00,8E,Bering Air Inc.,13873,OME,Nome, AK,14805,SHH,Shishmaref, AK,412,7,
0.00,8E,Bering Air Inc.,13873,OME,Nome, AK,15049,SVA,Savoonga, AK,412,7,
0.00,8E,Bering Air Inc.,13873,OME,Nome, AK,15245,TLA,Teller, AK,194,7,
0.00,8E,Bering Air Inc.,13873,OME,Nome, AK,15339,TSG,Tanacross, AK,406,7,
0.00,8E,Bering Air Inc.,13873,OME,Nome, AK,15478,UNK,Unalakleet, AK,194,7,
0.00,8E,Bering Air Inc.,13942,ORV,Noorvik, AK,13970,OTZ,Kotzebue, AK,412,7,
0.00,8E,Bering Air Inc.,13970,OTZ,Kotzebue, AK,10139,ABL,Ambler, AK,194,7,
0.00,8E,Bering Air Inc.,13970,OTZ,Kotzebue, AK,10139,ABL,Ambler, AK,194,7,
0.00,8E,Bering Air Inc.,13970,OTZ,Kotzebue, AK,10640,BKC,Buckland, AK,406,7,
0.00,8E,Bering Air Inc.,13970,OTZ,Kotzebue, AK,11280,DCK,Dahl Creek, AK,406,7,
0.00,8E,Bering Air Inc.,13970,OTZ,Kotzebue, AK,11643,FBK,Fairbanks, AK,415,7,
0.00,8E,Bering Air Inc.,13970,OTZ,Kotzebue, AK,12268,IAN,Kiana, AK,415,7,
0.00,8E,Bering Air Inc.,13970,OTZ,Kotzebue, AK,12844,KVL,Kivalina, AK,412,7,
0.00,8E,Bering Air Inc.,13970,OTZ,Kotzebue, AK,12844,KVL,Kivalina, AK,415,7,
0.00,8E,Bering Air Inc.,13970,OTZ,Kotzebue, AK,13111,LUR,Cape Lisburne, AK,194,7,
0.00,8E,Bering Air Inc.,13970,OTZ,Kotzebue, AK,13111,LUR,Cape Lisburne, AK,415,7,
0.00,8E,Bering Air Inc.,13970,OTZ,Kotzebue, AK,13873,OME,Nome, AK,194,7,
0.00,8E,Bering Air Inc.,13970,OTZ,Kotzebue, AK,13873,OME,Nome, AK,412,7,
0.00,8E,Bering Air Inc.,13970,OTZ,Kotzebue, AK,13942,ORV,Noorvik, AK,412,7,
0.00,8E,Bering Air Inc.,13970,OTZ,Kotzebue, AK,13942,ORV,Noorvik, AK,194,7,
0.00,8E,Bering Air Inc.,13970,OTZ,Kotzebue, AK,14102,PHO,Point Hope, AK,412,7,
0.00,8E,Bering Air Inc.,13970,OTZ,Kotzebue, AK,14102,PHO,Point Hope, AK,194,7,
0.00,8E,Bering Air Inc.,13970,OTZ,Kotzebue, AK,14804,SHG,Shungnak, AK,412,7,
0.00,8E,Bering Air Inc.,13970,OTZ,Kotzebue, AK,15785,WLK,Selawik, AK,412,7,
0.00,8E,Bering Air Inc.,14102,PHO,Point Hope, AK,13970,OTZ,Kotzebue, AK,412,7,
0.00,8E,Bering Air Inc.,14102,PHO,Point Hope, AK,13970,OTZ,Kotzebue, AK,406,7,
0.00,8E,Bering Air Inc.,14474,RBY,Ruby, AK,11844,GAL,Galena, AK,412,7,
0.00,8E,Bering Air Inc.,14804,SHG,Shungnak, AK,13970,OTZ,Kotzebue, AK,412,7,
0.00,8E,Bering Air Inc.,14805,SHH,Shishmaref, AK,13873,OME,Nome, AK,412,7,
0.00,8E,Bering Air Inc.,14805,SHH,Shishmaref, AK,13970,OTZ,Kotzebue, AK,412,7,
0.00,8E,Bering Air Inc.,14856,SKK,Shaktoolik, AK,12704,KKA,Koyuk, AK,194,7,
0.00,8E,Bering Air Inc.,14856,SKK,Shaktoolik, AK,13196,MCG,McGrath, AK,415,7,
0.00,8E,Bering Air Inc.,14895,SMK,St. Michael, AK,13873,OME,Nome, AK,415,7,
0.00,8E,Bering Air Inc.,14895,SMK,St. Michael, AK,14856,SKK,Shaktoolik, AK,415,7,
0.00,8E,Bering Air Inc.,15049,SVA,Savoonga, AK,11845,GAM,Gambell, AK,412,7,
0.00,8E,Bering Air Inc.,15049,SVA,Savoonga, AK,13873,OME,Nome, AK,412,7,
0.00,8E,Bering Air Inc.,15245,TLA,Teller, AK,13873,OME,Nome, AK,406,7,
0.00,8E,Bering Air Inc.,15278,TNC,Tin City, AK,13873,OME,Nome, AK,194,7,
0.00,8E,Bering Air Inc.,15478,UNK,Unalakleet, AK,11941,GLV,Golovin, AK,194,7,
0.00,8E,Bering Air Inc.,15478,UNK,Unalakleet, AK,15721,WBB,Stebbins, AK,415,7,
0.00,8E,Bering Air Inc.,15554,VAK,Chevak, AK,13873,OME,Nome, AK,406,7,
0.00,8E,Bering Air Inc.,15581,VEE,Venetie, AK,11007,CIK,Chalkyitsik, AK,415,7,
0.00,8E,Bering Air Inc.,15709,WAA,Wales, AK,13873,OME,Nome, AK,194,7,
0.00,8E,Bering Air Inc.,15709,WAA,Wales, AK,13873,OME,Nome, AK,415,7,
0.00,8E,Bering Air Inc.,15709,WAA,Wales, AK,14805,SHH,Shishmaref, AK,415,7,
0.00,8E,Bering Air Inc.,15725,WBQ,Beaver, AK,15581,VEE,Venetie, AK,415,7,
0.00,8E,Bering Air Inc.,15785,WLK,Selawik, AK,13942,ORV,Noorvik, AK,415,7,
0.00,8E,Bering Air Inc.,15785,WLK,Selawik, AK,13942,ORV,Noorvik, AK,415,7,
0.00,8E,Bering Air Inc.,15785,WLK,Selawik, AK,13970,OTZ,Kotzebue, AK,412,7,
0.00,8E,Bering Air Inc.,15794,WMO,White Mountain, AK,15721,WBB,Stebbins, AK,194,7,
0.00,8E,Bering Air Inc.,15861,WTK,Noatak, AK,13970,OTZ,Kotzebue, AK,412,7,
0.00,I4,Scott Air LLC dba Island Air Express,12523,JNU,Juneau, AK,12728,KLW,Klawock, AK,479,7,
0.00,I4,Scott Air LLC dba Island Air Express,12728,KLW,Klawock, AK,12819,KTN,Ketchikan, AK,479,7,
0.00,I4,Scott Air LLC dba Island Air Express,12728,KLW,Klawock, AK,14828,SIT,Sitka, AK,479,7,
0.00,I4,Scott Air LLC dba Island Air Express,12819,KTN,Ketchikan, AK,12728,KLW,Klawock, AK,479,7,
0.00,I4,Scott Air LLC dba Island Air Express,15991,YAK,Yakutat, AK,12728,KLW,Klawock, AK,479,7,
0.00,KS,Peninsula Airways Inc.,10299,ANC,Anchorage, AK,10245,AKN,King Salmon, AK,432,7,
0.00,KS,Peninsula Airways Inc.,10926,CDV,Cordova, AK,10299,ANC,Anchorage, AK,432,7,
0.00,Z3,Bidzy Ta Hot Aana Inc. d/b/a Tanana Air Service,11336,DLG,Dillingham, AK,12653,KEK,Ekwok, AK,035,7,
0.00,Z3,Bidzy Ta Hot Aana Inc. d/b/a Tanana Air Service,11336,DLG,Dillingham, AK,12755,KNW,New Stuyahok, AK,035,7,
0.00,Z3,Bidzy Ta Hot Aana Inc. d/b/a Tanana Air Service,11336,DLG,Dillingham, AK,15293,TOG,Togiak, AK,035,7,
0.00,Z3,Bidzy Ta Hot Aana Inc. d/b/a Tanana Air Service,12653,KEK,Ekwok, AK,12755,KNW,New Stuyahok, AK,035,7,
0.00,Z3,Bidzy Ta Hot Aana Inc. d/b/a Tanana Air Service,12671,KGK,Koliganek, AK,11336,DLG,Dillingham, AK,194,7,
0.00,Z3,Bidzy Ta Hot Aana Inc. d/b/a Tanana Air Service,12716,KKU,Ekuk, AK,11336,DLG,Dillingham, AK,079,7,
0.00,Z3,Bidzy Ta Hot Aana Inc. d/b/a Tanana Air Service,12737,KMO,Manokotak, AK,11053,CLP,Clarks Point, AK,079,7,
0.00,Z3,Bidzy Ta Hot Aana Inc. d/b/a Tanana Air Service,12737,KMO,Manokotak, AK,11336,DLG,Dillingham, AK,079,7,
0.00,Z3,Bidzy Ta Hot Aana Inc. d/b/a Tanana Air Service,12784,KPV,Perryville, AK,11336,DLG,Dillingham, AK,194,7,
0.00,5Y,Atlas Air Inc.,10299,ANC,Anchorage, AK,10994,CHS,Charleston, SC,819,7,
