PASSENGERS,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,AIRCRAFT_TYPE,MONTH,
286.00,WN,Southwest Airlines Co.,15370,TUL,Tulsa, OK,11292,DEN,Denver, CO,614,3,
286.00,YX,Republic Airline,15304,TPA,Tampa, FL,12266,IAH,Houston, TX,673,3,
286.00,UA,United Air Lines Inc.,12264,IAD,Washington, DC,13204,MCO,Orlando, FL,694,3,
286.00,UA,United Air Lines Inc.,13303,MIA,Miami, FL,11292,DEN,Denver, CO,888,3,
286.00,OH,PSA Airlines Inc.,12264,IAD,Washington, DC,11057,CLT,Charlotte, NC,631,3,
286.00,OO,SkyWest Airlines Inc.,10599,BHM,Birmingham, AL,11292,DEN,Denver, CO,673,3,
286.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,13487,MSP,Minneapolis, MN,614,3,
287.00,NK,Spirit Air Lines,10158,ACY,Atlantic City, NJ,13577,MYR,Myrtle Beach, SC,722,3,
287.00,NK,Spirit Air Lines,10529,BDL,Hartford, CT,11697,FLL,Fort Lauderdale, FL,694,3,
287.00,WN,Southwest Airlines Co.,12953,LGA,New York, NY,11259,DAL,Dallas, TX,614,3,
287.00,YX,Republic Airline,11618,EWR,Newark, NJ,13871,OMA,Omaha, NE,673,3,
287.00,YX,Republic Airline,13198,MCI,Kansas City, MO,13930,ORD,Chicago, IL,677,3,
287.00,UA,United Air Lines Inc.,12889,LAS,Las Vegas, NV,12892,LAX,Los Angeles, CA,694,3,
287.00,UA,United Air Lines Inc.,13264,MFR,Medford, OR,14771,SFO,San Francisco, CA,694,3,
287.00,B6,JetBlue Airways,12478,JFK,New York, NY,14869,SLC,Salt Lake City, UT,699,3,
287.00,OO,SkyWest Airlines Inc.,11648,FCA,Kalispell, MT,13930,ORD,Chicago, IL,673,3,
287.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,15016,STL,St. Louis, MO,699,3,
287.00,AA,American Airlines Inc.,11298,DFW,Dallas/Fort Worth, TX,15376,TUS,Tucson, AZ,699,3,
287.00,9X,Southern Airways Express, dba Mokulele Airlines,11298,DFW,Dallas/Fort Worth, TX,11531,ELD,El Dorado, AR,416,3,
288.00,WN,Southwest Airlines Co.,12339,IND,Indianapolis, IN,13232,MDW,Chicago, IL,838,3,
288.00,3BQ,Nealco Air Charter Services, Inc.  d/b/a  Watermakers Air,11827,FXE,Fort Lauderdale, FL,15427,UBF,Chatham, MA,415,3,
288.00,WN,Southwest Airlines Co.,12892,LAX,Los Angeles, CA,15304,TPA,Tampa, FL,614,3,
288.00,G7,GoJet Airlines LLC d/b/a United Express,15016,STL,St. Louis, MO,13204,MCO,Orlando, FL,631,3,
288.00,YX,Republic Airline,11618,EWR,Newark, NJ,11986,GRR,Grand Rapids, MI,673,3,
288.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,11057,CLT,Charlotte, NC,614,3,
288.00,UA,United Air Lines Inc.,12266,IAH,Houston, TX,13303,MIA,Miami, FL,839,3,
288.00,OH,PSA Airlines Inc.,10135,ABE,Allentown/Bethlehem/Easton, PA,11057,CLT,Charlotte, NC,631,3,
288.00,9X,Southern Airways Express, dba Mokulele Airlines,15304,TPA,Tampa, FL,14027,PBI,West Palm Beach/Palm Beach, FL,416,3,
288.00,DL,Delta Air Lines Inc.,12889,LAS,Las Vegas, NV,12892,LAX,Los Angeles, CA,608,3,
289.00,WN,Southwest Airlines Co.,10140,ABQ,Albuquerque, NM,11292,DEN,Denver, CO,614,3,
289.00,YX,Republic Airline,13244,MEM,Memphis, TN,13930,ORD,Chicago, IL,673,3,
289.00,YX,Republic Airline,14635,RSW,Fort Myers, FL,10721,BOS,Boston, MA,677,3,
289.00,AS,Alaska Airlines Inc.,14771,SFO,San Francisco, CA,13204,MCO,Orlando, FL,721,3,
289.00,AS,Alaska Airlines Inc.,15991,YAK,Yakutat, AK,10926,CDV,Cordova, AK,614,3,
289.00,UA,United Air Lines Inc.,11433,DTW,Detroit, MI,13930,ORD,Chicago, IL,698,3,
289.00,OO,SkyWest Airlines Inc.,11292,DEN,Denver, CO,11193,CVG,Cincinnati, OH,673,3,
289.00,OO,SkyWest Airlines Inc.,11986,GRR,Grand Rapids, MI,13204,MCO,Orlando, FL,638,3,
289.00,VI,Vieques Air Link Inc.,15626,VQS,Vieques, PR,11126,CPX,Culebra, PR,131,3,
289.00,DL,Delta Air Lines Inc.,11433,DTW,Detroit, MI,11278,DCA,Washington, DC,608,3,
290.00,AS,Alaska Airlines Inc.,10721,BOS,Boston, MA,14747,SEA,Seattle, WA,614,3,
290.00,AS,Alaska Airlines Inc.,14747,SEA,Seattle, WA,11884,GEG,Spokane, WA,612,3,
290.00,UA,United Air Lines Inc.,12266,IAH,Houston, TX,10140,ABQ,Albuquerque, NM,614,3,
290.00,G4,Allegiant Air,14252,PSC,Pasco/Kennewick/Richland, WA,10466,AZA,Phoenix, AZ,698,3,
290.00,AX,Trans States Airlines,11292,DEN,Denver, CO,13485,MSN,Madison, WI,675,3,
291.00,NK,Spirit Air Lines,11298,DFW,Dallas/Fort Worth, TX,13930,ORD,Chicago, IL,722,3,
291.00,SY,Sun Country Airlines d/b/a MN Airlines,11140,CRP,Corpus Christi, TX,10590,IFP,Bullhead City, AZ,614,3,
291.00,1YQ,Air Charter, Inc d/b/a Air Flamenco,14819,SIG,San Juan, PR,11126,CPX,Culebra, PR,131,3,
291.00,F9,Frontier Airlines Inc.,11292,DEN,Denver, CO,12451,JAX,Jacksonville, FL,694,3,
291.00,3E,Multi-Aero, Inc. d/b/a Air Choice One,13930,ORD,Chicago, IL,13211,MCW,Mason City, IA,415,3,
291.00,4B,Boutique Air,14122,PIT,Pittsburgh, PA,12559,JST,Johnstown, PA,479,3,
291.00,WN,Southwest Airlines Co.,14831,SJC,San Jose, CA,11259,DAL,Dallas, TX,838,3,
291.00,YX,Republic Airline,11433,DTW,Detroit, MI,12339,IND,Indianapolis, IN,677,3,
291.00,AS,Alaska Airlines Inc.,14689,SBA,Santa Barbara, CA,14747,SEA,Seattle, WA,888,3,
291.00,UA,United Air Lines Inc.,13930,ORD,Chicago, IL,12264,IAD,Washington, DC,623,3,
291.00,AX,Trans States Airlines,13930,ORD,Chicago, IL,13485,MSN,Madison, WI,675,3,
291.00,YV,Mesa Airlines Inc.,12266,IAH,Houston, TX,12264,IAD,Washington, DC,673,3,
291.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,15624,VPS,Valparaiso, FL,655,3,
291.00,DL,Delta Air Lines Inc.,12191,HOU,Houston, TX,10397,ATL,Atlanta, GA,694,3,
292.00,3E,Multi-Aero, Inc. d/b/a Air Choice One,13930,ORD,Chicago, IL,12412,IWD,Ironwood, MI,415,3,
292.00,WN,Southwest Airlines Co.,13851,OKC,Oklahoma City, OK,11259,DAL,Dallas, TX,614,3,
292.00,WN,Southwest Airlines Co.,14893,SMF,Sacramento, CA,11292,DEN,Denver, CO,838,3,
292.00,YX,Republic Airline,13931,ORF,Norfolk, VA,12953,LGA,New York, NY,673,3,
292.00,G4,Allegiant Air,10466,AZA,Phoenix, AZ,12280,IDA,Idaho Falls, ID,698,3,
292.00,G4,Allegiant Air,14112,PIE,St. Petersburg, FL,13367,MLI,Moline, IL,698,3,
292.00,G4,Allegiant Air,15370,TUL,Tulsa, OK,14761,SFB,Sanford, FL,698,3,
292.00,MQ,Envoy Air,11624,EYW,Key West, FL,13930,ORD,Chicago, IL,673,3,
292.00,AA,American Airlines Inc.,11697,FLL,Fort Lauderdale, FL,14100,PHL,Philadelphia, PA,614,3,
292.00,9X,Southern Airways Express, dba Mokulele Airlines,12207,HRO,Harrison, AR,11298,DFW,Dallas/Fort Worth, TX,416,3,
293.00,EV,ExpressJet Airlines LLC,11995,GSO,Greensboro/High Point, NC,11618,EWR,Newark, NJ,675,3,
293.00,WN,Southwest Airlines Co.,10423,AUS,Austin, TX,12889,LAS,Las Vegas, NV,838,3,
293.00,1WQ,Ultimate JetCharters LLC dba Ultimate Air Shuttle,13105,LUK,Cincinnati, OH,11057,CLT,Charlotte, NC,632,3,
293.00,F9,Frontier Airlines Inc.,10397,ATL,Atlanta, GA,14986,SRQ,Sarasota/Bradenton, FL,694,3,
293.00,WN,Southwest Airlines Co.,13796,OAK,Oakland, CA,14570,RNO,Reno, NV,838,3,
293.00,AS,Alaska Airlines Inc.,14771,SFO,San Francisco, CA,12478,JFK,New York, NY,614,3,
293.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,11503,EGE,Eagle, CO,622,3,
293.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,14492,RDU,Raleigh/Durham, NC,888,3,
293.00,UA,United Air Lines Inc.,11884,GEG,Spokane, WA,11292,DEN,Denver, CO,694,3,
293.00,UA,United Air Lines Inc.,12892,LAX,Los Angeles, CA,13204,MCO,Orlando, FL,694,3,
293.00,UA,United Air Lines Inc.,14771,SFO,San Francisco, CA,12339,IND,Indianapolis, IN,614,3,
293.00,9K,Cape Air,11908,GGW,Glasgow, MT,10620,BIL,Billings, MT,125,3,
293.00,EV,ExpressJet Airlines LLC,13930,ORD,Chicago, IL,13244,MEM,Memphis, TN,629,3,
293.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,11003,CID,Cedar Rapids/Iowa City, IA,694,3,
294.00,NK,Spirit Air Lines,10397,ATL,Atlanta, GA,13495,MSY,New Orleans, LA,722,3,
294.00,WN,Southwest Airlines Co.,10397,ATL,Atlanta, GA,13796,OAK,Oakland, CA,838,3,
294.00,WN,Southwest Airlines Co.,12191,HOU,Houston, TX,11481,ECP,Panama City, FL,838,3,
294.00,F9,Frontier Airlines Inc.,10693,BNA,Nashville, TN,14100,PHL,Philadelphia, PA,694,3,
294.00,F9,Frontier Airlines Inc.,14635,RSW,Fort Myers, FL,12889,LAS,Las Vegas, NV,694,3,
294.00,WN,Southwest Airlines Co.,13198,MCI,Kansas City, MO,10397,ATL,Atlanta, GA,838,3,
294.00,WN,Southwest Airlines Co.,13232,MDW,Chicago, IL,11259,DAL,Dallas, TX,838,3,
294.00,WN,Southwest Airlines Co.,13232,MDW,Chicago, IL,13931,ORF,Norfolk, VA,838,3,
294.00,4B,Boutique Air,12559,JST,Johnstown, PA,14122,PIT,Pittsburgh, PA,479,3,
294.00,YX,Republic Airline,13485,MSN,Madison, WI,11618,EWR,Newark, NJ,673,3,
294.00,AS,Alaska Airlines Inc.,12892,LAX,Los Angeles, CA,11278,DCA,Washington, DC,694,3,
294.00,AS,Alaska Airlines Inc.,14057,PDX,Portland, OR,10721,BOS,Boston, MA,614,3,
294.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,13485,MSN,Madison, WI,888,3,
294.00,UA,United Air Lines Inc.,12264,IAD,Washington, DC,13930,ORD,Chicago, IL,623,3,
294.00,OO,SkyWest Airlines Inc.,11292,DEN,Denver, CO,10140,ABQ,Albuquerque, NM,629,3,
294.00,OO,SkyWest Airlines Inc.,11292,DEN,Denver, CO,10140,ABQ,Albuquerque, NM,673,3,
295.00,MQ,Envoy Air,13930,ORD,Chicago, IL,11624,EYW,Key West, FL,673,3,
295.00,AA,American Airlines Inc.,13930,ORD,Chicago, IL,13303,MIA,Miami, FL,637,3,
295.00,WN,Southwest Airlines Co.,14843,SJU,San Juan, PR,13204,MCO,Orlando, FL,838,3,
295.00,YX,Republic Airline,11986,GRR,Grand Rapids, MI,11618,EWR,Newark, NJ,673,3,
295.00,9E,Endeavor Air Inc.,15412,TYS,Knoxville, TN,10397,ATL,Atlanta, GA,631,3,
295.00,AS,Alaska Airlines Inc.,10559,BFI,Seattle, WA,12173,HNL,Honolulu, HI,614,3,
295.00,AS,Alaska Airlines Inc.,12892,LAX,Los Angeles, CA,14747,SEA,Seattle, WA,612,3,
295.00,AS,Alaska Airlines Inc.,14689,SBA,Santa Barbara, CA,14747,SEA,Seattle, WA,612,3,
295.00,UA,United Air Lines Inc.,12266,IAH,Houston, TX,10693,BNA,Nashville, TN,612,3,
295.00,B6,JetBlue Airways,10800,BUR,Burbank, CA,14107,PHX,Phoenix, AZ,694,3,
295.00,G4,Allegiant Air,14112,PIE,St. Petersburg, FL,10676,BLV,Belleville, IL,698,3,
295.00,MQ,Envoy Air,10849,BZN,Bozeman, MT,13930,ORD,Chicago, IL,631,3,
295.00,UA,United Air Lines Inc.,15070,SWF,Newburgh/Poughkeepsie, NY,11618,EWR,Newark, NJ,694,3,
295.00,DL,Delta Air Lines Inc.,11884,GEG,Spokane, WA,13487,MSP,Minneapolis, MN,656,3,
295.00,DL,Delta Air Lines Inc.,12892,LAX,Los Angeles, CA,13487,MSP,Minneapolis, MN,614,3,
296.00,NK,Spirit Air Lines,11697,FLL,Fort Lauderdale, FL,10397,ATL,Atlanta, GA,722,3,
296.00,NK,Spirit Air Lines,11697,FLL,Fort Lauderdale, FL,15027,STX,Christiansted, VI,694,3,
296.00,WN,Southwest Airlines Co.,14747,SEA,Seattle, WA,11259,DAL,Dallas, TX,838,3,
296.00,YX,Republic Airline,11066,CMH,Columbus, OH,10721,BOS,Boston, MA,673,3,
296.00,UA,United Air Lines Inc.,10423,AUS,Austin, TX,12892,LAX,Los Angeles, CA,694,3,
296.00,UA,United Air Lines Inc.,13256,MFE,Mission/McAllen/Edinburg, TX,12266,IAH,Houston, TX,888,3,
296.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,12217,HSV,Huntsville, AL,629,3,
296.00,9K,Cape Air,10620,BIL,Billings, MT,11908,GGW,Glasgow, MT,125,3,
296.00,AA,American Airlines Inc.,11278,DCA,Washington, DC,13303,MIA,Miami, FL,622,3,
296.00,DL,Delta Air Lines Inc.,11193,CVG,Cincinnati, OH,10397,ATL,Atlanta, GA,694,3,
296.00,DL,Delta Air Lines Inc.,12478,JFK,New York, NY,13303,MIA,Miami, FL,614,3,
297.00,F9,Frontier Airlines Inc.,11292,DEN,Denver, CO,13486,MSO,Missoula, MT,694,3,
297.00,WN,Southwest Airlines Co.,12892,LAX,Los Angeles, CA,13342,MKE,Milwaukee, WI,614,3,
297.00,YX,Republic Airline,12266,IAH,Houston, TX,13244,MEM,Memphis, TN,677,3,
297.00,UA,United Air Lines Inc.,12264,IAD,Washington, DC,15304,TPA,Tampa, FL,694,3,
297.00,B6,JetBlue Airways,10800,BUR,Burbank, CA,14869,SLC,Salt Lake City, UT,694,3,
297.00,G4,Allegiant Air,11003,CID,Cedar Rapids/Iowa City, IA,14761,SFB,Sanford, FL,694,3,
297.00,9K,Cape Air,10620,BIL,Billings, MT,12245,HVR,Havre, MT,125,3,
297.00,DL,Delta Air Lines Inc.,12892,LAX,Los Angeles, CA,10397,ATL,Atlanta, GA,359,3,
298.00,WN,Southwest Airlines Co.,10821,BWI,Baltimore, MD,12451,JAX,Jacksonville, FL,838,3,
298.00,WN,Southwest Airlines Co.,13204,MCO,Orlando, FL,14730,SDF,Louisville, KY,838,3,
298.00,WN,Southwest Airlines Co.,14057,PDX,Portland, OR,11292,DEN,Denver, CO,838,3,
298.00,YX,Republic Airline,10397,ATL,Atlanta, GA,13303,MIA,Miami, FL,673,3,
298.00,UA,United Air Lines Inc.,12266,IAH,Houston, TX,14831,SJC,San Jose, CA,698,3,
298.00,UA,United Air Lines Inc.,12892,LAX,Los Angeles, CA,13930,ORD,Chicago, IL,694,3,
298.00,OH,PSA Airlines Inc.,15096,SYR,Syracuse, NY,11278,DCA,Washington, DC,638,3,
298.00,OO,SkyWest Airlines Inc.,12992,LIT,Little Rock, AR,10397,ATL,Atlanta, GA,638,3,
298.00,OO,SkyWest Airlines Inc.,14869,SLC,Salt Lake City, UT,10713,BOI,Boise, ID,673,3,
298.00,YV,Mesa Airlines Inc.,12264,IAD,Washington, DC,14524,RIC,Richmond, VA,631,3,
298.00,EV,ExpressJet Airlines LLC,15370,TUL,Tulsa, OK,13930,ORD,Chicago, IL,629,3,
299.00,WN,Southwest Airlines Co.,10821,BWI,Baltimore, MD,10693,BNA,Nashville, TN,838,3,
299.00,WN,Southwest Airlines Co.,12451,JAX,Jacksonville, FL,10397,ATL,Atlanta, GA,838,3,
299.00,WN,Southwest Airlines Co.,13342,MKE,Milwaukee, WI,10693,BNA,Nashville, TN,838,3,
299.00,DL,Delta Air Lines Inc.,14524,RIC,Richmond, VA,10397,ATL,Atlanta, GA,656,3,
299.00,WN,Southwest Airlines Co.,14679,SAN,San Diego, CA,10423,AUS,Austin, TX,838,3,
299.00,YX,Republic Airline,11278,DCA,Washington, DC,10581,BGR,Bangor, ME,673,3,
299.00,AS,Alaska Airlines Inc.,11630,FAI,Fairbanks, AK,10299,ANC,Anchorage, AK,634,3,
299.00,AS,Alaska Airlines Inc.,14747,SEA,Seattle, WA,14831,SJC,San Jose, CA,694,3,
299.00,UA,United Air Lines Inc.,12451,JAX,Jacksonville, FL,13930,ORD,Chicago, IL,888,3,
299.00,B6,JetBlue Airways,11697,FLL,Fort Lauderdale, FL,11278,DCA,Washington, DC,694,3,
299.00,OO,SkyWest Airlines Inc.,11433,DTW,Detroit, MI,11986,GRR,Grand Rapids, MI,638,3,
299.00,YV,Mesa Airlines Inc.,12451,JAX,Jacksonville, FL,12266,IAH,Houston, TX,673,3,
299.00,9K,Cape Air,12245,HVR,Havre, MT,10620,BIL,Billings, MT,125,3,
299.00,DL,Delta Air Lines Inc.,11066,CMH,Columbus, OH,10397,ATL,Atlanta, GA,656,3,
300.00,EV,ExpressJet Airlines LLC,12266,IAH,Houston, TX,15370,TUL,Tulsa, OK,629,3,
300.00,F9,Frontier Airlines Inc.,12951,LFT,Lafayette, LA,13204,MCO,Orlando, FL,722,3,
300.00,YX,Republic Airline,11292,DEN,Denver, CO,13244,MEM,Memphis, TN,673,3,
300.00,OH,PSA Airlines Inc.,11057,CLT,Charlotte, NC,13296,MHT,Manchester, NH,631,3,
300.00,MQ,Envoy Air,13487,MSP,Minneapolis, MN,13930,ORD,Chicago, IL,631,3,
300.00,OO,SkyWest Airlines Inc.,13487,MSP,Minneapolis, MN,10372,ASE,Aspen, CO,631,3,
301.00,WN,Southwest Airlines Co.,14747,SEA,Seattle, WA,15016,STL,St. Louis, MO,838,3,
301.00,WN,Southwest Airlines Co.,15016,STL,St. Louis, MO,11618,EWR,Newark, NJ,838,3,
301.00,YX,Republic Airline,13930,ORD,Chicago, IL,11540,ELP,El Paso, TX,677,3,
301.00,YX,Republic Airline,14685,SAV,Savannah, GA,11278,DCA,Washington, DC,673,3,
301.00,UA,United Air Lines Inc.,12266,IAH,Houston, TX,14635,RSW,Fort Myers, FL,634,3,
301.00,B6,JetBlue Airways,12451,JAX,Jacksonville, FL,11697,FLL,Fort Lauderdale, FL,694,3,
301.00,OO,SkyWest Airlines Inc.,13930,ORD,Chicago, IL,13871,OMA,Omaha, NE,673,3,
301.00,9X,Southern Airways Express, dba Mokulele Airlines,11531,ELD,El Dorado, AR,11298,DFW,Dallas/Fort Worth, TX,416,3,
301.00,9X,Southern Airways Express, dba Mokulele Airlines,14027,PBI,West Palm Beach/Palm Beach, FL,15304,TPA,Tampa, FL,416,3,
301.00,DL,Delta Air Lines Inc.,11433,DTW,Detroit, MI,10397,ATL,Atlanta, GA,359,3,
302.00,WN,Southwest Airlines Co.,13232,MDW,Chicago, IL,14893,SMF,Sacramento, CA,838,3,
302.00,DL,Delta Air Lines Inc.,13930,ORD,Chicago, IL,10397,ATL,Atlanta, GA,694,3,
302.00,WN,Southwest Airlines Co.,14831,SJC,San Jose, CA,12191,HOU,Houston, TX,612,3,
302.00,WN,Southwest Airlines Co.,15016,STL,St. Louis, MO,12892,LAX,Los Angeles, CA,838,3,
302.00,AS,Alaska Airlines Inc.,11618,EWR,Newark, NJ,14771,SFO,San Francisco, CA,698,3,
302.00,AS,Alaska Airlines Inc.,14747,SEA,Seattle, WA,14771,SFO,San Francisco, CA,612,3,
302.00,UA,United Air Lines Inc.,13230,MDT,Harrisburg, PA,11618,EWR,Newark, NJ,614,3,
303.00,WN,Southwest Airlines Co.,11986,GRR,Grand Rapids, MI,14635,RSW,Fort Myers, FL,614,3,
303.00,F9,Frontier Airlines Inc.,10693,BNA,Nashville, TN,15356,TTN,Trenton, NJ,722,3,
303.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,Juneau, AK,12171,HNH,Hoonah, AK,415,3,
303.00,DL,Delta Air Lines Inc.,14771,SFO,San Francisco, CA,10397,ATL,Atlanta, GA,626,3,
303.00,3E,Multi-Aero, Inc. d/b/a Air Choice One,12412,IWD,Ironwood, MI,13930,ORD,Chicago, IL,415,3,
303.00,WN,Southwest Airlines Co.,14679,SAN,San Diego, CA,10821,BWI,Baltimore, MD,838,3,
303.00,AS,Alaska Airlines Inc.,12523,JNU,Juneau, AK,15991,YAK,Yakutat, AK,614,3,
303.00,G4,Allegiant Air,10466,AZA,Phoenix, AZ,11423,DSM,Des Moines, IA,698,3,
303.00,G4,Allegiant Air,12339,IND,Indianapolis, IN,14112,PIE,St. Petersburg, FL,698,3,
303.00,G4,Allegiant Air,14112,PIE,St. Petersburg, FL,12339,IND,Indianapolis, IN,698,3,
303.00,DL,Delta Air Lines Inc.,11433,DTW,Detroit, MI,13487,MSP,Minneapolis, MN,359,3,
304.00,WN,Southwest Airlines Co.,12191,HOU,Houston, TX,13232,MDW,Chicago, IL,838,3,
304.00,WN,Southwest Airlines Co.,13204,MCO,Orlando, FL,14576,ROC,Rochester, NY,838,3,
304.00,DL,Delta Air Lines Inc.,13487,MSP,Minneapolis, MN,12892,LAX,Los Angeles, CA,614,3,
304.00,WN,Southwest Airlines Co.,13495,MSY,New Orleans, LA,10397,ATL,Atlanta, GA,838,3,
304.00,9E,Endeavor Air Inc.,15096,SYR,Syracuse, NY,12953,LGA,New York, NY,638,3,
304.00,UA,United Air Lines Inc.,12264,IAD,Washington, DC,10397,ATL,Atlanta, GA,612,3,
304.00,OO,SkyWest Airlines Inc.,10721,BOS,Boston, MA,14685,SAV,Savannah, GA,631,3,
304.00,G4,Allegiant Air,14730,SDF,Louisville, KY,14112,PIE,St. Petersburg, FL,698,3,
304.00,OO,SkyWest Airlines Inc.,14747,SEA,Seattle, WA,10849,BZN,Bozeman, MT,631,3,
305.00,EV,ExpressJet Airlines LLC,12278,ICT,Wichita, KS,13930,ORD,Chicago, IL,675,3,
305.00,MQ,Envoy Air,15016,STL,St. Louis, MO,11298,DFW,Dallas/Fort Worth, TX,673,3,
305.00,NK,Spirit Air Lines,11618,EWR,Newark, NJ,10397,ATL,Atlanta, GA,722,3,
305.00,NK,Spirit Air Lines,15304,TPA,Tampa, FL,11995,GSO,Greensboro/High Point, NC,722,3,
305.00,WN,Southwest Airlines Co.,13198,MCI,Kansas City, MO,14492,RDU,Raleigh/Durham, NC,614,3,
305.00,WN,Southwest Airlines Co.,14107,PHX,Phoenix, AZ,10821,BWI,Baltimore, MD,838,3,
305.00,9E,Endeavor Air Inc.,10721,BOS,Boston, MA,12339,IND,Indianapolis, IN,638,3,
305.00,OO,SkyWest Airlines Inc.,11337,DLH,Duluth, MN,13487,MSP,Minneapolis, MN,631,3,
305.00,OO,SkyWest Airlines Inc.,13232,MDW,Chicago, IL,13487,MSP,Minneapolis, MN,638,3,
305.00,C5,Commutair Aka Champlain Enterprises, Inc.,12264,IAD,Washington, DC,15016,STL,St. Louis, MO,675,3,
305.00,9K,Cape Air,10414,AUG,Augusta/Waterville, ME,10721,BOS,Boston, MA,125,3,
305.00,DL,Delta Air Lines Inc.,10397,ATL,Atlanta, GA,12953,LGA,New York, NY,698,3,
305.00,DL,Delta Air Lines Inc.,13204,MCO,Orlando, FL,10721,BOS,Boston, MA,614,3,
306.00,NK,Spirit Air Lines,10431,AVL,Asheville, NC,15304,TPA,Tampa, FL,722,3,
306.00,WN,Southwest Airlines Co.,13232,MDW,Chicago, IL,11986,GRR,Grand Rapids, MI,838,3,
306.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,11066,CMH,Columbus, OH,614,3,
306.00,UA,United Air Lines Inc.,11292,DEN,Denver, CO,15376,TUS,Tucson, AZ,888,3,
306.00,OH,PSA Airlines Inc.,13296,MHT,Manchester, NH,11057,CLT,Charlotte, NC,631,3,
306.00,G4,Allegiant Air,11823,FWA,Fort Wayne, IN,14112,PIE,St. Petersburg, FL,698,3,
306.00,MQ,Envoy Air,11298,DFW,Dallas/Fort Worth, TX,12448,JAN,Jackson/Vicksburg, MS,673,3,
306.00,MQ,Envoy Air,11298,DFW,Dallas/Fort Worth, TX,14960,SPS,Wichita Falls, TX,675,3,
306.00,AA,American Airlines Inc.,10423,AUS,Austin, TX,14107,PHX,Phoenix, AZ,699,3,
306.00,DL,Delta Air Lines Inc.,12889,LAS,Las Vegas, NV,10397,ATL,Atlanta, GA,888,3,
307.00,EV,ExpressJet Airlines LLC,11042,CLE,Cleveland, OH,12953,LGA,New York, NY,629,3,
307.00,EV,ExpressJet Airlines LLC,11986,GRR,Grand Rapids, MI,13930,ORD,Chicago, IL,675,3,
307.00,WN,Southwest Airlines Co.,11618,EWR,Newark, NJ,14679,SAN,San Diego, CA,838,3,
307.00,F9,Frontier Airlines Inc.,13204,MCO,Orlando, FL,14730,SDF,Louisville, KY,694,3,
307.00,DL,Delta Air Lines Inc.,13487,MSP,Minneapolis, MN,10397,ATL,Atlanta, GA,614,3,
307.00,WN,Southwest Airlines Co.,15304,TPA,Tampa, FL,12889,LAS,Las Vegas, NV,838,3,
307.00,WN,Southwest Airlines Co.,15370,TUL,Tulsa, OK,11259,DAL,Dallas, TX,614,3,
307.00,9E,Endeavor Air Inc.,12478,JFK,New York, NY,14986,SRQ,Sarasota/Bradenton, FL,638,3,
307.00,G4,Allegiant Air,14112,PIE,St. Petersburg, FL,13832,OGS,Ogdensburg, NY,694,3,
307.00,QX,Horizon Air,14004,PAE,Everett, WA,13796,OAK,Oakland, CA,673,3,
307.00,DL,Delta Air Lines Inc.,10208,AGS,Augusta, GA,10397,ATL,Atlanta, GA,608,3,
307.00,DL,Delta Air Lines Inc.,12478,JFK,New York, NY,13204,MCO,Orlando, FL,626,3,
308.00,MQ,Envoy Air,13930,ORD,Chicago, IL,13487,MSP,Minneapolis, MN,631,3,
308.00,SY,Sun Country Airlines d/b/a MN Airlines,10590,IFP,Bullhead City, AZ,13851,OKC,Oklahoma City, OK,614,3,
308.00,WN,Southwest Airlines Co.,10140,ABQ,Albuquerque, NM,12892,LAX,Los Angeles, CA,614,3,
308.00,WN,Southwest Airlines Co.,13232,MDW,Chicago, IL,10800,BUR,Burbank, CA,838,3,
308.00,J5,Kalinin Aviation LLC d/b/a Alaska Seaplanes,12523,JNU,Juneau, AK,12175,HNS,Haines, AK,415,3,
308.00,WN,Southwest Airlines Co.,14771,SFO,San Francisco, CA,14107,PHX,Phoenix, AZ,838,3,
308.00,YX,Republic Airline,13930,ORD,Chicago, IL,11637,FAR,Fargo, ND,677,3,
308.00,UA,United Air Lines Inc.,10721,BOS,Boston, MA,11618,EWR,Newark, NJ,622,3,
308.00,UA,United Air Lines Inc.,11057,CLT,Charlotte, NC,11292,DEN,Denver, CO,614,3,
308.00,UA,United Air Lines Inc.,11618,EWR,Newark, NJ,15304,TPA,Tampa, FL,626,3,
308.00,OH,PSA Airlines Inc.,13931,ORF,Norfolk, VA,11278,DCA,Washington, DC,631,3,
308.00,OO,SkyWest Airlines Inc.,13502,MTJ,Montrose/Delta, CO,13930,ORD,Chicago, IL,631,3,
308.00,OO,SkyWest Airlines Inc.,14252,PSC,Pasco/Kennewick/Richland, WA,14747,SEA,Seattle, WA,631,3,
